PlantID,PlantName,SoilTextureID,PHRangeID,OrganicMatterID,SalinityLevelID,ZoneID,HumidityID,PlantTypeID,PHRange,SoilType,UnifiedZone,TemperatureStartRange,TemperatureEndRange,PlantType,SoilTexture,Classification,OrganicMatterContent,SalinityLevel,Classification_Salinity,PlantVarietyName
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Red Romaine
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Chinese Lettuce
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Mizuna
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Escarole
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Arugula
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Purslane
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Salad Bowl
2,Lettuce,3.0,4,3.0,1.0,10.0,3.0,1.0,6.1 - 6.5,Slightly Acidic,10.0,30.0,40.0,Vegetable,Loamy Soil,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Belgian Endive
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Tender Sweet
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Scarlet Nantes
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Rainbow Carrots
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Paris Market
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Chantenay Red Core
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Bolero
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Hokkaido
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Nantes Half Long
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Deep Purple
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Orange Dragon
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Viking
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Autumn King
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,F1 Hybrid
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Nantes
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Imperator
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Danvers
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Chantenay
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Purple Dragon
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Yellow Carrot
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,White Carrot
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Parisian
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Cosmic Purple
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Kuroda
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Oxheart
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Tonda di Parigi
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Sunchoke
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Bunching Carrot
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Napoli
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Taylors Gold
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Mokum
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Sweetness
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Cylindra
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Amsterdam
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Pusa Kesar
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Long White
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Giant Carrot
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Chantenay Red Core
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Tenderheart
3,Carrot,3.0,5,2.0,2.0,8.0,2.0,8.0,6.6 - 7.3,Neutral,8.0,10.0,20.0,Root,Loamy Soil,Low,Low (1% - 2%),2-4,Slightly Saline,Golden Nugget
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Calabrese Broccoli
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Di Cicco
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Sprouting Broccoli
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Purple Sprouting Broccoli
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Romanesco
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Broccolini
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Belstar
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Marathon
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Green Goliath
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Arcadia
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Purple Peacock
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Fiesta
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Waltham 29
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Sun King
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Castle Dome
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Emerald Crown
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Gypsy
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Blue Wind
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Packman
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Parthenon
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,De Cicco
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Green Magic
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Imperial
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Purple Sprouting
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Santee
4,Broccoli,4.0,6,3.0,2.0,7.0,4.0,1.0,7.4 - 7.8,Slightly Alkaline,7.0,0.0,10.0,Vegetable,Silt Soil,High,Moderate (2% - 4%),2-4,Slightly Saline,Claret
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Marketmore 76
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Lemon Cucumber
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Persian Cucumber
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,English Cucumber
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Armenian Cucumber
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Boston Pickling
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Straight Eight
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,National Pickling
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Suyo Long
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Burpless Tasty Green
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Parisian Pickling
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Bush Champion
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Poinsett 76
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Spacemaster
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Dasher II
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Picklebush
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Ashley
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Cool Breeze
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Sweet Success
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Early Spring Burpless
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Poona Kheera
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Harmonie
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Salad Bush
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Carosello
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,White Wonder
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Muncher
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Japanese Climbing
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Crystal Apple
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Tanja
5,Cucumber,2.0,5,3.0,1.0,9.0,3.0,1.0,6.6 - 7.3,Neutral,9.0,20.0,30.0,Vegetable,Sandy Loam,Moderate,Moderate (2% - 4%),< 2,Non-Saline,Beit Alpha
6,Spinach,3.0,4,3.0,1.0,8.0,2.0,10.0,6.1 - 6.5,Slightly Acidic,8.0,10.0,20.0,Leafy Green,Loamy Soil,Low,Moderate (2% - 4%),< 2,Non-Saline,Bloomsdale
6,Spinach,3.0,4,3.0,1.0,8.0,2.0,10.0,6.1 - 6.5,Slightly Acidic,8.0,10.0,20.0,Leafy Green,Loamy Soil,Low,Moderate (2% - 4%),< 2,Non-Saline,Tyee
